DateTime;Voltage;Current;Capacity_step;State_of_Charge;Temperature;Checkup_No;Index;Charge_Throughput;Energy_Throughput
06:04:2022 09:38:31:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:32:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:33:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:34:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:35:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:36:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:37:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:38:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:39:382;4,186;0;0;100,25;25,8;0;Pause;113,8;425,1
06:04:2022 09:38:39:724;4,182;-0,007;0;100,25;25,8;0;Discharge;113,8;425,1
06:04:2022 09:38:39:726;4,174;-39,08;0;100,25;25,8;0;Discharge;113,8;425,1
06:04:2022 09:38:40:224;4,155;-49,979;0;100,24;25,8;0;Discharge;113,8;425,1
06:04:2022 09:38:40:724;4,153;-50,002;0;100,23;25,8;0;Discharge;113,8;425,1
06:04:2022 09:38:41:224;4,152;-50,002;0;100,21;25,8;0;Discharge;113,8;425,1
06:04:2022 09:38:41:724;4,15;-50;0;100,2;25,8;0;Discharge;113,8;425,2
06:04:2022 09:38:42:224;4,15;-50;0;100,19;25,8;0;Discharge;113,8;425,2
06:04:2022 09:38:42:724;4,149;-50;0;100,18;25,8;0;Discharge;113,8;425,2
06:04:2022 09:38:43:224;4,148;-50;0;100,17;25,8;0;Discharge;113,8;425,3
06:04:2022 09:38:43:724;4,147;-50;0;100,15;25,8;0;Discharge;113,8;425,3
06:04:2022 09:38:44:224;4,146;-50,002;0;100,14;25,8;0;Discharge;113,8;425,3
06:04:2022 09:38:44:724;4,145;-50,002;0;100,13;25,8;0;Discharge;113,8;425,3
06:04:2022 09:38:45:224;4,145;-50,002;0;100,12;25,8;0;Discharge;113,8;425,4
06:04:2022 09:38:45:724;4,144;-50;0;100,1;25,8;0;Discharge;113,8;425,4
06:04:2022 09:38:46:224;4,144;-50,002;0;100,09;25,8;0;Discharge;113,8;425,4
06:04:2022 09:38:46:724;4,143;-50,002;0;100,08;25,8;0;Discharge;113,9;425,5
06:04:2022 09:38:47:224;4,142;-50,002;0;100,07;25,8;0;Discharge;113,9;425,5
06:04:2022 09:38:47:724;4,142;-50;0;100,06;25,8;0;Discharge;113,9;425,5
06:04:2022 09:38:48:224;4,141;-50,002;0;100,04;25,8;0;Discharge;113,9;425,5
06:04:2022 09:38:48:724;4,141;-50;0;100,03;25,8;0;Discharge;113,9;425,6
06:04:2022 09:38:49:224;4,14;-50;0;100,02;25,8;0;Discharge;113,9;425,6
06:04:2022 09:38:49:724;4,139;-50;0;100,01;25,8;0;Discharge;113,9;425,6
06:04:2022 09:38:50:224;4,139;-50;0;99,99;25,8;0;Discharge;113,9;425,7
06:04:2022 09:38:50:724;4,138;-50;0;99,98;25,8;0;Discharge;113,9;425,7
06:04:2022 09:38:51:224;4,138;-50,002;0;99,97;25,8;0;Discharge;113,9;425,7
06:04:2022 09:38:51:724;4,137;-50;0;99,96;25,8;0;Discharge;113,9;425,7
06:04:2022 09:38:52:224;4,137;-50;0;99,95;25,8;0;Discharge;113,9;425,8
06:04:2022 09:38:52:724;4,136;-50;0;99,93;25,8;0;Discharge;113,9;425,8
06:04:2022 09:38:53:224;4,136;-50;0;99,92;25,8;0;Discharge;113,9;425,8
06:04:2022 09:38:53:724;4,135;-50;0;99,91;25,8;0;Discharge;113,9;425,9
06:04:2022 09:38:54:224;4,134;-50;0;99,9;25,8;0;Discharge;114;425,9
06:04:2022 09:38:54:724;4,134;-50;0;99,88;25,8;0;Discharge;114;425,9
06:04:2022 09:38:55:224;4,134;-50;0;99,87;25,8;0;Discharge;114;425,9
06:04:2022 09:38:55:724;4,133;-50,002;0;99,86;25,8;0;Discharge;114;426
06:04:2022 09:38:56:224;4,133;-50;0;99,85;25,8;0;Discharge;114;426
06:04:2022 09:38:56:724;4,132;-50;0;99,84;25,8;0;Discharge;114;426
06:04:2022 09:38:57:224;4,132;-50;0;99,82;25,8;0;Discharge;114;426,1
06:04:2022 09:38:57:724;4,131;-50;0;99,81;25,8;0;Discharge;114;426,1
06:04:2022 09:38:58:224;4,131;-50;0;99,8;25,8;0;Discharge;114;426,1
06:04:2022 09:38:58:724;4,131;-50,002;0;99,79;25,8;0;Discharge;114;426,1
06:04:2022 09:38:59:224;4,13;-50;0;99,77;25,8;0;Discharge;114;426,2
06:04:2022 09:38:59:724;4,13;-50;0;99,76;25,8;0;Discharge;114;426,2
06:04:2022 09:39:00:224;4,129;-50;0;99,75;25,8;0;Discharge;114;426,2
06:04:2022 09:39:00:724;4,129;-50;0;99,74;25,8;0;Discharge;114;426,3
06:04:2022 09:39:01:224;4,129;-50;0;99,73;25,8;0;Discharge;114,1;426,3
06:04:2022 09:39:01:724;4,128;-50;0;99,71;25,8;0;Discharge;114,1;426,3
06:04:2022 09:39:02:224;4,128;-50;0;99,7;25,8;0;Discharge;114,1;426,3
06:04:2022 09:39:02:724;4,127;-50;0;99,69;25,8;0;Discharge;114,1;426,4
06:04:2022 09:39:03:224;4,127;-49,998;0;99,68;25,8;0;Discharge;114,1;426,4
06:04:2022 09:39:03:724;4,126;-50;0;99,66;25,8;0;Discharge;114,1;426,4
06:04:2022 09:39:04:224;4,126;-49,998;0;99,65;25,8;0;Discharge;114,1;426,5
06:04:2022 09:39:04:724;4,126;-50;0;99,64;25,8;0;Discharge;114,1;426,5
06:04:2022 09:39:05:224;4,126;-50;0;99,63;25,8;0;Discharge;114,1;426,5
06:04:2022 09:39:05:724;4,125;-50;0;99,62;25,8;0;Discharge;114,1;426,5
06:04:2022 09:39:06:224;4,125;-50;0;99,6;25,9;0;Discharge;114,1;426,6
06:04:2022 09:39:06:724;4,124;-50;0;99,59;25,8;0;Discharge;114,1;426,6
06:04:2022 09:39:07:224;4,124;-50;0;99,58;25,9;0;Discharge;114,1;426,6
06:04:2022 09:39:07:724;4,124;-50;0;99,57;25,9;0;Discharge;114,1;426,7
06:04:2022 09:39:08:224;4,123;-50;0;99,55;25,9;0;Discharge;114,1;426,7
06:04:2022 09:39:08:724;4,123;-50;0;99,54;25,9;0;Discharge;114,2;426,7
06:04:2022 09:39:09:224;4,123;-50,002;0;99,53;25,9;0;Discharge;114,2;426,7
06:04:2022 09:39:09:724;4,122;-50;0;99,52;25,9;0;Discharge;114,2;426,8
06:04:2022 09:39:10:224;4,122;-50;0;99,51;25,9;0;Discharge;114,2;426,8
06:04:2022 09:39:10:724;4,122;-50;0;99,49;25,9;0;Discharge;114,2;426,8
06:04:2022 09:39:11:224;4,121;-50;0;99,48;25,9;0;Discharge;114,2;426,9
06:04:2022 09:39:11:724;4,121;-50,002;0;99,47;25,9;0;Discharge;114,2;426,9
06:04:2022 09:39:12:224;4,12;-50;0;99,46;25,9;0;Discharge;114,2;426,9
06:04:2022 09:39:12:724;4,12;-50;0;99,44;25,9;0;Discharge;114,2;426,9
06:04:2022 09:39:13:224;4,12;-50;0;99,43;25,9;0;Discharge;114,2;427
06:04:2022 09:39:13:724;4,12;-50;0;99,42;25,9;0;Discharge;114,2;427
06:04:2022 09:39:14:224;4,119;-50;0;99,41;25,9;0;Discharge;114,2;427
06:04:2022 09:39:14:724;4,119;-50;0;99,4;25,9;0;Discharge;114,2;427,1
06:04:2022 09:39:15:224;4,118;-50,002;0;99,38;25,9;0;Discharge;114,2;427,1
06:04:2022 09:39:15:724;4,118;-50,002;0;99,37;25,9;0;Discharge;114,3;427,1
06:04:2022 09:39:16:224;4,118;-50;-1;99,36;25,9;0;Discharge;114,3;427,1
06:04:2022 09:39:16:724;4,117;-50;-1;99,35;25,9;0;Discharge;114,3;427,2
06:04:2022 09:39:17:224;4,117;-50,002;-1;99,33;25,9;0;Discharge;114,3;427,2
06:04:2022 09:39:17:724;4,117;-50;-1;99,32;25,9;0;Discharge;114,3;427,2
06:04:2022 09:39:18:224;4,117;-50;-1;99,31;25,9;0;Discharge;114,3;427,3
06:04:2022 09:39:18:724;4,116;-50;-1;99,3;25,9;0;Discharge;114,3;427,3
06:04:2022 09:39:19:224;4,116;-50,002;-1;99,29;25,9;0;Discharge;114,3;427,3
06:04:2022 09:39:19:724;4,116;-50,002;-1;99,27;25,9;0;Discharge;114,3;427,3
06:04:2022 09:39:20:224;4,116;-50;-1;99,26;25,9;0;Discharge;114,3;427,4
06:04:2022 09:39:20:724;4,115;-50;-1;99,25;25,9;0;Discharge;114,3;427,4
06:04:2022 09:39:21:224;4,115;-50;-1;99,24;25,9;0;Discharge;114,3;427,4
06:04:2022 09:39:21:724;4,114;-50;-1;99,22;25,9;0;Discharge;114,3;427,5
06:04:2022 09:39:22:224;4,114;-50;-1;99,21;25,9;0;Discharge;114,3;427,5
06:04:2022 09:39:22:724;4,114;-50;-1;99,2;25,9;0;Discharge;114,4;427,5
06:04:2022 09:39:23:224;4,114;-50;-1;99,19;25,9;0;Discharge;114,4;427,5
06:04:2022 09:39:23:724;4,113;-50;-1;99,18;25,9;0;Discharge;114,4;427,6
06:04:2022 09:39:24:224;4,113;-50;-1;99,16;25,9;0;Discharge;114,4;427,6
06:04:2022 09:39:24:724;4,113;-50;-1;99,15;25,9;0;Discharge;114,4;427,6
06:04:2022 09:39:25:224;4,113;-50;-1;99,14;25,9;0;Discharge;114,4;427,7
06:04:2022 09:39:25:724;4,113;-50;-1;99,13;25,9;0;Discharge;114,4;427,7
06:04:2022 09:39:26:224;4,112;-50,002;-1;99,11;25,9;0;Discharge;114,4;427,7
06:04:2022 09:39:26:724;4,112;-50;-1;99,1;25,9;0;Discharge;114,4;427,7
06:04:2022 09:39:27:224;4,111;-50;-1;99,09;25,9;0;Discharge;114,4;427,8
06:04:2022 09:39:27:724;4,111;-50;-1;99,08;25,9;0;Discharge;114,4;427,8
06:04:2022 09:39:28:224;4,111;-50;-1;99,07;25,9;0;Discharge;114,4;427,8
06:04:2022 09:39:28:724;4,111;-50;-1;99,05;25,9;0;Discharge;114,4;427,9
06:04:2022 09:39:29:224;4,111;-50;-1;99,04;25,9;0;Discharge;114,4;427,9
06:04:2022 09:39:29:724;4,11;-50;-1;99,03;25,9;0;Discharge;114,4;427,9
06:04:2022 09:39:30:224;4,11;-50;-1;99,02;25,9;0;Discharge;114,5;427,9
06:04:2022 09:39:30:724;4,109;-50;-1;99;25,9;0;Discharge;114,5;428
06:04:2022 09:39:31:224;4,109;-50;-1;98,99;25,9;0;Discharge;114,5;428
06:04:2022 09:39:31:724;4,109;-50;-1;98,98;25,9;0;Discharge;114,5;428
06:04:2022 09:39:32:224;4,109;-50;-1;98,97;25,9;0;Discharge;114,5;428,1
06:04:2022 09:39:32:724;4,109;-50;-1;98,96;25,9;0;Discharge;114,5;428,1
06:04:2022 09:39:33:224;4,109;-50;-1;98,94;25,9;0;Discharge;114,5;428,1
06:04:2022 09:39:33:724;4,108;-50;-1;98,93;25,9;0;Discharge;114,5;428,1
06:04:2022 09:39:34:224;4,108;-50;-1;98,92;25,9;0;Discharge;114,5;428,2
06:04:2022 09:39:34:724;4,107;-50;-1;98,91;25,9;0;Discharge;114,5;428,2
06:04:2022 09:39:35:224;4,107;-50,002;-1;98,89;25,9;0;Discharge;114,5;428,2
06:04:2022 09:39:35:724;4,107;-50;-1;98,88;25,9;0;Discharge;114,5;428,3
06:04:2022 09:39:36:224;4,107;-50;-1;98,87;25,9;0;Discharge;114,5;428,3
06:04:2022 09:39:36:724;4,107;-50;-1;98,86;25,9;0;Discharge;114,5;428,3
06:04:2022 09:39:37:224;4,106;-50,002;-1;98,85;25,9;0;Discharge;114,6;428,3
06:04:2022 09:39:37:724;4,106;-50;-1;98,83;25,9;0;Discharge;114,6;428,4
06:04:2022 09:39:38:224;4,106;-50;-1;98,82;25,9;0;Discharge;114,6;428,4
06:04:2022 09:39:38:724;4,106;-50;-1;98,81;25,9;0;Discharge;114,6;428,4
06:04:2022 09:39:39:224;4,105;-50;-1;98,8;25,9;0;Discharge;114,6;428,5
06:04:2022 09:39:39:724;4,105;-50;-1;98,78;25,9;0;Discharge;114,6;428,5
06:04:2022 09:39:40:224;4,105;-50;-1;98,77;25,9;0;Discharge;114,6;428,5
06:04:2022 09:39:40:724;4,104;-50;-1;98,76;25,9;0;Discharge;114,6;428,5
06:04:2022 09:39:41:224;4,104;-50;-1;98,75;25,9;0;Discharge;114,6;428,6
06:04:2022 09:39:41:724;4,104;-50;-1;98,74;25,9;0;Discharge;114,6;428,6
06:04:2022 09:39:42:224;4,104;-50;-1;98,72;25,9;0;Discharge;114,6;428,6
06:04:2022 09:39:42:724;4,104;-50,002;-1;98,71;25,9;0;Discharge;114,6;428,7
06:04:2022 09:39:43:224;4,104;-50;-1;98,7;25,9;0;Discharge;114,6;428,7
06:04:2022 09:39:43:724;4,103;-50;-1;98,69;25,9;0;Discharge;114,6;428,7
06:04:2022 09:39:44:224;4,103;-50;-1;98,67;25,9;0;Discharge;114,6;428,7
06:04:2022 09:39:44:724;4,103;-50;-1;98,66;25,9;0;Discharge;114,7;428,8
06:04:2022 09:39:45:224;4,103;-50;-1;98,65;25,9;0;Discharge;114,7;428,8
06:04:2022 09:39:45:724;4,103;-50;-1;98,64;25,9;0;Discharge;114,7;428,8
06:04:2022 09:39:46:224;4,102;-50;-1;98,63;25,9;0;Discharge;114,7;428,9
06:04:2022 09:39:46:724;4,102;-50;-1;98,61;25,9;0;Discharge;114,7;428,9
06:04:2022 09:39:47:224;4,101;-50,002;-1;98,6;25,9;0;Discharge;114,7;428,9
06:04:2022 09:39:47:724;4,102;-50;-1;98,59;25,9;0;Discharge;114,7;428,9
06:04:2022 09:39:48:224;4,101;-50;-1;98,58;25,9;0;Discharge;114,7;429
06:04:2022 09:39:48:724;4,101;-50;-1;98,56;25,9;0;Discharge;114,7;429
06:04:2022 09:39:49:224;4,101;-50;-1;98,55;25,9;0;Discharge;114,7;429
06:04:2022 09:39:49:724;4,1;-50;-1;98,54;25,9;0;Discharge;114,7;429,1
06:04:2022 09:39:50:224;4,1;-50;-1;98,53;25,9;0;Discharge;114,7;429,1
06:04:2022 09:39:50:724;4,1;-50;-1;98,52;25,9;0;Discharge;114,7;429,1
06:04:2022 09:39:51:224;4,1;-50;-1;98,5;25,9;0;Discharge;114,7;429,1
06:04:2022 09:39:51:724;4,099;-50;-1;98,49;25,9;0;Discharge;114,8;429,2
06:04:2022 09:39:52:224;4,099;-50;-1;98,48;25,9;0;Discharge;114,8;429,2
06:04:2022 09:39:52:724;4,099;-49,998;-1;98,47;25,9;0;Discharge;114,8;429,2
06:04:2022 09:39:53:224;4,099;-50;-1;98,45;25,9;0;Discharge;114,8;429,3
06:04:2022 09:39:53:724;4,099;-50;-1;98,44;25,9;0;Discharge;114,8;429,3
06:04:2022 09:39:54:224;4,099;-50;-1;98,43;25,9;0;Discharge;114,8;429,3
06:04:2022 09:39:54:724;4,098;-50;-1;98,42;25,9;0;Discharge;114,8;429,3
06:04:2022 09:39:55:224;4,098;-50;-1;98,41;25,9;0;Discharge;114,8;429,4
06:04:2022 09:39:55:724;4,098;-50;-1;98,39;25,9;0;Discharge;114,8;429,4
06:04:2022 09:39:56:224;4,098;-50;-1;98,38;25,9;0;Discharge;114,8;429,4
06:04:2022 09:39:56:724;4,097;-50;-1;98,37;25,9;0;Discharge;114,8;429,5
06:04:2022 09:39:57:224;4,097;-50;-1;98,36;25,9;0;Discharge;114,8;429,5
06:04:2022 09:39:57:724;4,097;-50;-1;98,34;25,9;0;Discharge;114,8;429,5
06:04:2022 09:39:58:224;4,096;-49,998;-1;98,33;25,9;0;Discharge;114,8;429,5
06:04:2022 09:39:58:724;4,096;-50;-1;98,32;25,9;0;Discharge;114,9;429,6
06:04:2022 09:39:59:224;4,096;-50;-1;98,31;25,9;0;Discharge;114,9;429,6
06:04:2022 09:39:59:724;4,096;-50;-1;98,3;25,9;0;Discharge;114,9;429,6
06:04:2022 09:40:00:224;4,096;-50;-1;98,28;25,9;0;Discharge;114,9;429,7
06:04:2022 09:40:00:724;4,096;-50;-1;98,27;25,9;0;Discharge;114,9;429,7
06:04:2022 09:40:01:224;4,096;-50;-1;98,26;25,9;0;Discharge;114,9;429,7
06:04:2022 09:40:01:724;4,095;-50;-1;98,25;25,9;0;Discharge;114,9;429,7
06:04:2022 09:40:02:224;4,095;-50;-1;98,23;25,9;0;Discharge;114,9;429,8
06:04:2022 09:40:02:724;4,095;-50;-1;98,22;25,9;0;Discharge;114,9;429,8
06:04:2022 09:40:03:224;4,095;-50,002;-1;98,21;25,9;0;Discharge;114,9;429,8
06:04:2022 09:40:03:724;4,094;-49,998;-1;98,2;25,9;0;Discharge;114,9;429,9
06:04:2022 09:40:04:224;4,094;-50;-1;98,19;25,9;0;Discharge;114,9;429,9
06:04:2022 09:40:04:724;4,094;-50;-1;98,17;25,9;0;Discharge;114,9;429,9
06:04:2022 09:40:05:224;4,094;-50;-1;98,16;25,9;0;Discharge;114,9;429,9
06:04:2022 09:40:05:724;4,094;-50;-1;98,15;25,9;0;Discharge;114,9;430
06:04:2022 09:40:06:224;4,093;-49,998;-1;98,14;25,9;0;Discharge;115;430
06:04:2022 09:40:06:724;4,093;-50;-1;98,12;25,9;0;Discharge;115;430
06:04:2022 09:40:07:224;4,093;-50;-1;98,11;25,9;0;Discharge;115;430,1
06:04:2022 09:40:07:724;4,093;-50;-1;98,1;25,9;0;Discharge;115;430,1
06:04:2022 09:40:08:224;4,093;-50;-1;98,09;25,9;0;Discharge;115;430,1
06:04:2022 09:40:08:724;4,092;-49,998;-1;98,08;25,9;0;Discharge;115;430,1
06:04:2022 09:40:09:224;4,092;-50;-1;98,06;25,9;0;Discharge;115;430,2
06:04:2022 09:40:09:724;4,092;-50;-1;98,05;25,9;0;Discharge;115;430,2
06:04:2022 09:40:10:224;4,092;-50;-1;98,04;26;0;Discharge;115;430,2
06:04:2022 09:40:10:724;4,092;-50;-1;98,03;26;0;Discharge;115;430,3
06:04:2022 09:40:11:224;4,091;-50;-1;98,01;26;0;Discharge;115;430,3
06:04:2022 09:40:11:724;4,091;-50;-1;98;26;0;Discharge;115;430,3
06:04:2022 09:40:12:224;4,091;-50;-1;97,99;26;0;Discharge;115;430,3
06:04:2022 09:40:12:724;4,09;-50;-1;97,98;26;0;Discharge;115;430,4
06:04:2022 09:40:13:224;4,09;-50;-1;97,96;26;0;Discharge;115,1;430,4
06:04:2022 09:40:13:724;4,09;-50;-1;97,95;26;0;Discharge;115,1;430,4
06:04:2022 09:40:14:224;4,09;-50;-1;97,94;26;0;Discharge;115,1;430,5
06:04:2022 09:40:14:724;4,09;-50;-1;97,93;26;0;Discharge;115,1;430,5
06:04:2022 09:40:15:224;4,09;-50;-1;97,92;26;0;Discharge;115,1;430,5
06:04:2022 09:40:15:724;4,09;-50;-1;97,9;26;0;Discharge;115,1;430,5
06:04:2022 09:40:16:224;4,089;-50;-1;97,89;26;0;Discharge;115,1;430,6
06:04:2022 09:40:16:724;4,089;-50;-1;97,88;26;0;Discharge;115,1;430,6
06:04:2022 09:40:17:224;4,089;-50;-1;97,87;26;0;Discharge;115,1;430,6
06:04:2022 09:40:17:724;4,089;-50;-1;97,86;26;0;Discharge;115,1;430,7
06:04:2022 09:40:18:224;4,088;-50;-1;97,84;26;0;Discharge;115,1;430,7
06:04:2022 09:40:18:724;4,089;-49,998;-1;97,83;26;0;Discharge;115,1;430,7
06:04:2022 09:40:19:224;4,089;-50;-1;97,82;26;0;Discharge;115,1;430,7
06:04:2022 09:40:19:724;4,088;-50;-1;97,81;26;0;Discharge;115,1;430,8
06:04:2022 09:40:20:224;4,088;-50;-1;97,79;26;0;Discharge;115,1;430,8
06:04:2022 09:40:20:724;4,087;-50;-1;97,78;26;0;Discharge;115,2;430,8
06:04:2022 09:40:21:224;4,087;-50;-1;97,77;26;0;Discharge;115,2;430,9
06:04:2022 09:40:21:724;4,087;-49,998;-1;97,76;26;0;Discharge;115,2;430,9
06:04:2022 09:40:22:224;4,087;-50;-1;97,74;26;0;Discharge;115,2;430,9
06:04:2022 09:40:22:724;4,087;-50;-1;97,73;26;0;Discharge;115,2;430,9
06:04:2022 09:40:23:224;4,087;-50;-1;97,72;26;0;Discharge;115,2;431
06:04:2022 09:40:23:724;4,086;-50;-1;97,71;26;0;Discharge;115,2;431
06:04:2022 09:40:24:224;4,087;-50;-1;97,7;26;0;Discharge;115,2;431
06:04:2022 09:40:24:724;4,086;-50,002;-1;97,68;26;0;Discharge;115,2;431,1
06:04:2022 09:40:25:224;4,086;-50;-1;97,67;26;0;Discharge;115,2;431,1
06:04:2022 09:40:25:724;4,086;-50;-1;97,66;26;0;Discharge;115,2;431,1
06:04:2022 09:40:26:224;4,086;-49,998;-1;97,65;26;0;Discharge;115,2;431,1
06:04:2022 09:40:26:724;4,085;-50;-1;97,64;26;0;Discharge;115,2;431,2
06:04:2022 09:40:27:224;4,085;-50;-1;97,62;26;0;Discharge;115,2;431,2
06:04:2022 09:40:27:724;4,085;-49,998;-1;97,61;26;0;Discharge;115,3;431,2
06:04:2022 09:40:28:224;4,085;-50;-2;97,6;26;0;Discharge;115,3;431,2
06:04:2022 09:40:28:724;4,085;-50;-2;97,59;26;0;Discharge;115,3;431,3
06:04:2022 09:40:29:224;4,084;-50;-2;97,57;26;0;Discharge;115,3;431,3
06:04:2022 09:40:29:724;4,084;-50;-2;97,56;26;0;Discharge;115,3;431,3
06:04:2022 09:40:30:224;4,084;-50;-2;97,55;26;0;Discharge;115,3;431,4
06:04:2022 09:40:30:724;4,084;-50;-2;97,54;26;0;Discharge;115,3;431,4
06:04:2022 09:40:31:224;4,084;-50,002;-2;97,52;26;0;Discharge;115,3;431,4
06:04:2022 09:40:31:724;4,084;-50;-2;97,51;26;0;Discharge;115,3;431,4
06:04:2022 09:40:32:224;4,083;-50;-2;97,5;26;0;Discharge;115,3;431,5
06:04:2022 09:40:32:724;4,083;-50;-2;97,49;26;0;Discharge;115,3;431,5
06:04:2022 09:40:33:224;4,083;-50;-2;97,48;26;0;Discharge;115,3;431,5
06:04:2022 09:40:33:724;4,083;-50;-2;97,46;26;0;Discharge;115,3;431,6
06:04:2022 09:40:34:224;4,082;-50;-2;97,45;26;0;Discharge;115,3;431,6
06:04:2022 09:40:34:724;4,083;-50;-2;97,44;26;0;Discharge;115,4;431,6
06:04:2022 09:40:35:224;4,082;-50;-2;97,43;26;0;Discharge;115,4;431,6
06:04:2022 09:40:35:724;4,082;-50;-2;97,42;26;0;Discharge;115,4;431,7
06:04:2022 09:40:36:224;4,082;-50;-2;97,4;26;0;Discharge;115,4;431,7
06:04:2022 09:40:36:724;4,082;-50;-2;97,39;26;0;Discharge;115,4;431,7
06:04:2022 09:40:37:224;4,081;-50;-2;97,38;26;0;Discharge;115,4;431,8
06:04:2022 09:40:37:724;4,082;-50;-2;97,37;26;0;Discharge;115,4;431,8
06:04:2022 09:40:38:224;4,081;-50;-2;97,35;26;0;Discharge;115,4;431,8
06:04:2022 09:40:38:724;4,081;-50;-2;97,34;26;0;Discharge;115,4;431,8
06:04:2022 09:40:39:224;4,081;-50;-2;97,33;26;0;Discharge;115,4;431,9
06:04:2022 09:40:39:724;4,08;-50;-2;97,32;26;0;Discharge;115,4;431,9
06:04:2022 09:40:40:224;4,081;-50;-2;97,3;26;0;Discharge;115,4;431,9
06:04:2022 09:40:40:724;4,08;-50;-2;97,29;26;0;Discharge;115,4;432
06:04:2022 09:40:41:224;4,08;-50,002;-2;97,28;26;0;Discharge;115,4;432
06:04:2022 09:40:41:724;4,08;-50;-2;97,27;26;0;Discharge;115,4;432
06:04:2022 09:40:42:224;4,08;-50;-2;97,26;26;0;Discharge;115,5;432
06:04:2022 09:40:42:724;4,079;-50;-2;97,24;26;0;Discharge;115,5;432,1
06:04:2022 09:40:43:224;4,08;-50;-2;97,23;26;0;Discharge;115,5;432,1
06:04:2022 09:40:43:724;4,08;-50;-2;97,22;26;0;Discharge;115,5;432,1
06:04:2022 09:40:44:224;4,079;-50;-2;97,21;26;0;Discharge;115,5;432,2
06:04:2022 09:40:44:724;4,079;-50;-2;97,2;26;0;Discharge;115,5;432,2
06:04:2022 09:40:45:224;4,079;-50;-2;97,18;26;0;Discharge;115,5;432,2
06:04:2022 09:40:45:724;4,079;-50;-2;97,17;26;0;Discharge;115,5;432,2
06:04:2022 09:40:46:224;4,078;-50;-2;97,16;26;0;Discharge;115,5;432,3
06:04:2022 09:40:46:724;4,078;-50;-2;97,15;26;0;Discharge;115,5;432,3
06:04:2022 09:40:47:224;4,078;-50;-2;97,13;26;0;Discharge;115,5;432,3
06:04:2022 09:40:47:724;4,078;-50;-2;97,12;26;0;Discharge;115,5;432,4
06:04:2022 09:40:48:224;4,078;-50,002;-2;97,11;26;0;Discharge;115,5;432,4
06:04:2022 09:40:48:724;4,077;-50;-2;97,1;26;0;Discharge;115,5;432,4
06:04:2022 09:40:49:224;4,077;-50;-2;97,08;26;0;Discharge;115,6;432,4
06:04:2022 09:40:49:724;4,077;-50;-2;97,07;26;0;Discharge;115,6;432,5
06:04:2022 09:40:50:224;4,077;-50;-2;97,06;26;0;Discharge;115,6;432,5
06:04:2022 09:40:50:724;4,077;-50;-2;97,05;26;0;Discharge;115,6;432,5
06:04:2022 09:40:51:224;4,077;-50;-2;97,04;26;0;Discharge;115,6;432,6
06:04:2022 09:40:51:724;4,077;-50;-2;97,02;26;0;Discharge;115,6;432,6
06:04:2022 09:40:52:224;4,077;-50;-2;97,01;26;0;Discharge;115,6;432,6
06:04:2022 09:40:52:724;4,076;-50;-2;97;26;0;Discharge;115,6;432,6
06:04:2022 09:40:53:224;4,076;-50;-2;96,99;26;0;Discharge;115,6;432,7
06:04:2022 09:40:53:724;4,076;-50;-2;96,98;26;0;Discharge;115,6;432,7
06:04:2022 09:40:54:224;4,075;-50;-2;96,96;26;0;Discharge;115,6;432,7
06:04:2022 09:40:54:724;4,076;-50;-2;96,95;26;0;Discharge;115,6;432,8
06:04:2022 09:40:55:224;4,075;-50;-2;96,94;26;0;Discharge;115,6;432,8
06:04:2022 09:40:55:724;4,075;-50;-2;96,93;26;0;Discharge;115,6;432,8
06:04:2022 09:40:56:224;4,075;-50,002;-2;96,91;26;0;Discharge;115,6;432,8
06:04:2022 09:40:56:724;4,074;-50;-2;96,9;26;0;Discharge;115,7;432,9
06:04:2022 09:40:57:224;4,075;-50;-2;96,89;26;0;Discharge;115,7;432,9
06:04:2022 09:40:57:724;4,074;-50;-2;96,88;26;0;Discharge;115,7;432,9
06:04:2022 09:40:58:224;4,074;-50;-2;96,86;26;0;Discharge;115,7;432,9
06:04:2022 09:40:58:724;4,074;-50;-2;96,85;26;0;Discharge;115,7;433
06:04:2022 09:40:59:224;4,074;-50;-2;96,84;26;0;Discharge;115,7;433
06:04:2022 09:40:59:724;4,074;-50;-2;96,83;26;0;Discharge;115,7;433
06:04:2022 09:41:00:224;4,074;-50;-2;96,82;26;0;Discharge;115,7;433,1
06:04:2022 09:41:00:724;4,073;-50;-2;96,8;26;0;Discharge;115,7;433,1
06:04:2022 09:41:01:224;4,073;-50;-2;96,79;26;0;Discharge;115,7;433,1
06:04:2022 09:41:01:724;4,073;-50;-2;96,78;26;0;Discharge;115,7;433,1
06:04:2022 09:41:02:224;4,073;-50;-2;96,77;26;0;Discharge;115,7;433,2
06:04:2022 09:41:02:724;4,072;-50;-2;96,76;26;0;Discharge;115,7;433,2
