DateTime;Voltage;Current;Capacity_step;State_of_Charge;Temperature;Checkup_No;Index;Charge_Throughput;Energy_Throughput
06:04:2022 17:28:26:264;3,507;-50,018;-2;27,31;25,9;0;Discharge;155,2;580,3
06:04:2022 17:28:26:764;3,507;-49,996;-2;27,3;25,9;0;Discharge;155,2;580,4
06:04:2022 17:28:27:264;3,507;-50,011;-2;27,29;25,9;0;Discharge;155,2;580,4
06:04:2022 17:28:27:764;3,506;-49,983;-2;27,27;25,9;0;Discharge;155,2;580,4
06:04:2022 17:28:28:264;3,507;-49,963;-2;27,26;25,9;0;Discharge;155,2;580,4
06:04:2022 17:28:28:764;3,507;-49,974;-2;27,25;25,9;0;Discharge;155,2;580,5
06:04:2022 17:28:29:264;3,506;-50,007;-2;27,24;25,9;0;Discharge;155,2;580,5
06:04:2022 17:28:29:764;3,506;-50,013;-2;27,23;25,9;0;Discharge;155,2;580,5
06:04:2022 17:28:30:264;3,506;-50,011;-2;27,21;25,9;0;Discharge;155,2;580,5
06:04:2022 17:28:30:764;3,506;-50,005;-2;27,2;25,9;0;Discharge;155,2;580,6
06:04:2022 17:28:31:264;3,506;-50,026;-2;27,19;25,9;0;Discharge;155,3;580,6
06:04:2022 17:28:31:764;3,505;-50,013;-2;27,18;25,9;0;Discharge;155,3;580,6
06:04:2022 17:28:32:264;3,506;-49,996;-2;27,17;25,9;0;Discharge;155,3;580,6
06:04:2022 17:28:32:764;3,506;-49,994;-2;27,15;25,9;0;Discharge;155,3;580,7
06:04:2022 17:28:33:264;3,505;-50,002;-2;27,14;25,9;0;Discharge;155,3;580,7
06:04:2022 17:28:33:764;3,505;-50,02;-2;27,13;25,9;0;Discharge;155,3;580,7
06:04:2022 17:28:34:264;3,505;-50,005;-2;27,12;25,9;0;Discharge;155,3;580,7
06:04:2022 17:28:34:764;3,505;-49,998;-2;27,1;25,9;0;Discharge;155,3;580,8
06:04:2022 17:28:35:264;3,505;-49,996;-2;27,09;25,9;0;Discharge;155,3;580,8
06:04:2022 17:28:35:764;3,505;-49,994;-2;27,08;25,9;0;Discharge;155,3;580,8
06:04:2022 17:28:36:264;3,505;-50,016;-2;27,07;25,9;0;Discharge;155,3;580,8
06:04:2022 17:28:36:764;3,504;-49,998;-2;27,05;25,9;0;Discharge;155,3;580,9
06:04:2022 17:28:37:264;3,504;-49,998;-2;27,04;25,9;0;Discharge;155,3;580,9
06:04:2022 17:28:37:764;3,504;-50;-2;27,03;25,9;0;Discharge;155,3;580,9
06:04:2022 17:28:38:264;3,504;-49,996;-2;27,02;25,9;0;Discharge;155,4;580,9
06:04:2022 17:28:38:764;3,504;-50;-2;27,01;25,9;0;Discharge;155,4;581
06:04:2022 17:28:39:264;3,503;-50,005;-2;26,99;25,9;0;Discharge;155,4;581
06:04:2022 17:28:39:764;3,504;-49,979;-2;26,98;25,9;0;Discharge;155,4;581
06:04:2022 17:28:40:264;3,503;-50,005;-2;26,97;25,9;0;Discharge;155,4;581
06:04:2022 17:28:40:764;3,503;-49,994;-2;26,96;25,9;0;Discharge;155,4;581
06:04:2022 17:28:41:264;3,503;-49,989;-2;26,95;25,9;0;Discharge;155,4;581,1
06:04:2022 17:28:41:764;3,503;-50;-2;26,93;25,9;0;Discharge;155,4;581,1
06:04:2022 17:28:42:264;3,503;-49,981;-2;26,92;25,9;0;Discharge;155,4;581,1
06:04:2022 17:28:42:764;3,503;-50,037;-2;26,91;25,9;0;Discharge;155,4;581,1
06:04:2022 17:28:43:264;3,503;-49,992;-2;26,9;25,9;0;Discharge;155,4;581,2
06:04:2022 17:28:43:764;3,503;-49,998;-2;26,88;25,9;0;Discharge;155,4;581,2
06:04:2022 17:28:44:264;3,503;-49,987;-2;26,87;25,9;0;Discharge;155,4;581,2
06:04:2022 17:28:44:764;3,503;-50,011;-2;26,86;25,9;0;Discharge;155,4;581,2
06:04:2022 17:28:45:264;3,502;-49,972;-2;26,85;25,9;0;Discharge;155,5;581,3
06:04:2022 17:28:45:764;3,502;-49,996;-2;26,83;25,9;0;Discharge;155,5;581,3
06:04:2022 17:28:46:264;3,502;-50,005;-2;26,82;26;0;Discharge;155,5;581,3
06:04:2022 17:28:46:764;3,502;-50,005;-2;26,81;26;0;Discharge;155,5;581,3
06:04:2022 17:28:47:264;3,502;-49,963;-2;26,8;25,9;0;Discharge;155,5;581,4
06:04:2022 17:28:47:764;3,502;-49,963;-2;26,79;26;0;Discharge;155,5;581,4
06:04:2022 17:28:48:264;3,501;-50,026;-2;26,77;26;0;Discharge;155,5;581,4
06:04:2022 17:28:48:764;3,501;-50,005;-2;26,76;26;0;Discharge;155,5;581,4
06:04:2022 17:28:49:263;3,501;-49,981;-2;26,75;26;0;Discharge;155,5;581,5
06:04:2022 17:28:49:764;3,501;-50;-2;26,74;26;0;Discharge;155,5;581,5
06:04:2022 17:28:50:264;3,501;-49,985;-2;26,73;26;0;Discharge;155,5;581,5
06:04:2022 17:28:50:764;3,501;-50,007;-2;26,71;26;0;Discharge;155,5;581,5
06:04:2022 17:28:51:264;3,501;-50;-2;26,7;26;0;Discharge;155,5;581,6
06:04:2022 17:28:51:764;3,501;-50,005;-2;26,69;26;0;Discharge;155,5;581,6
06:04:2022 17:28:52:264;3,501;-49,961;-2;26,68;26;0;Discharge;155,5;581,6
06:04:2022 17:28:52:764;3,5;-50;-2;26,66;26;0;Discharge;155,6;581,6
06:04:2022 17:28:53:264;3,5;-50,022;-2;26,65;26;0;Discharge;155,6;581,7
06:04:2022 17:28:53:764;3,5;-50,002;-2;26,64;26;0;Discharge;155,6;581,7
06:04:2022 17:28:54:264;3,5;-49,976;-2;26,63;26;0;Discharge;155,6;581,7
06:04:2022 17:28:54:764;3,5;-49,998;-2;26,61;26;0;Discharge;155,6;581,7
06:04:2022 17:28:55:264;3,5;-50;-2;26,6;26;0;Discharge;155,6;581,8
06:04:2022 17:28:55:764;3,5;-50,018;-2;26,59;26;0;Discharge;155,6;581,8
06:04:2022 17:28:56:264;3,499;-49,987;-2;26,58;26;0;Discharge;155,6;581,8
06:04:2022 17:28:56:764;3,499;-50,009;-2;26,57;26;0;Discharge;155,6;581,8
06:04:2022 17:28:57:264;3,499;-50,002;-2;26,55;26;0;Discharge;155,6;581,9
06:04:2022 17:28:57:764;3,5;-50,002;-2;26,54;26;0;Discharge;155,6;581,9
06:04:2022 17:28:58:264;3,499;-50,002;-2;26,53;26;0;Discharge;155,6;581,9
06:04:2022 17:28:58:764;3,499;-50,002;-2;26,52;26;0;Discharge;155,6;581,9
06:04:2022 17:28:59:264;3,499;-49,996;-2;26,51;26;0;Discharge;155,6;581,9
06:04:2022 17:28:59:764;3,499;-49,994;-2;26,49;26;0;Discharge;155,7;582
06:04:2022 17:29:00:264;3,499;-49,974;-2;26,48;26;0;Discharge;155,7;582
06:04:2022 17:29:00:764;3,498;-50,009;-2;26,47;26;0;Discharge;155,7;582
06:04:2022 17:29:01:264;3,499;-49,989;-2;26,46;26;0;Discharge;155,7;582
06:04:2022 17:29:01:764;3,499;-50;-2;26,44;26;0;Discharge;155,7;582,1
06:04:2022 17:29:02:264;3,498;-50,002;-2;26,43;26;0;Discharge;155,7;582,1
06:04:2022 17:29:02:764;3,498;-50,02;-2;26,42;26;0;Discharge;155,7;582,1
06:04:2022 17:29:03:264;3,498;-50,002;-2;26,41;26;0;Discharge;155,7;582,1
06:04:2022 17:29:03:764;3,498;-50,016;-2;26,39;26;0;Discharge;155,7;582,2
06:04:2022 17:29:04:264;3,498;-49,981;-2;26,38;26;0;Discharge;155,7;582,2
06:04:2022 17:29:04:764;3,498;-49,998;-2;26,37;26;0;Discharge;155,7;582,2
06:04:2022 17:29:05:264;3,498;-49,979;-2;26,36;26;0;Discharge;155,7;582,2
06:04:2022 17:29:05:764;3,497;-50,007;-2;26,35;26;0;Discharge;155,7;582,3
06:04:2022 17:29:06:264;3,497;-50,009;-2;26,33;26;0;Discharge;155,7;582,3
06:04:2022 17:29:06:764;3,497;-49,981;-2;26,32;26;0;Discharge;155,7;582,3
06:04:2022 17:29:07:264;3,497;-49,998;-2;26,31;26;0;Discharge;155,8;582,3
06:04:2022 17:29:07:764;3,497;-50,002;-2;26,3;26;0;Discharge;155,8;582,4
06:04:2022 17:29:08:264;3,497;-49,983;-2;26,29;26;0;Discharge;155,8;582,4
06:04:2022 17:29:08:764;3,497;-49,992;-2;26,27;26;0;Discharge;155,8;582,4
06:04:2022 17:29:09:264;3,497;-50,007;-2;26,26;26;0;Discharge;155,8;582,4
06:04:2022 17:29:09:764;3,497;-50,007;-2;26,25;26;0;Discharge;155,8;582,5
06:04:2022 17:29:10:264;3,497;-50,005;-2;26,24;26;0;Discharge;155,8;582,5
06:04:2022 17:29:10:764;3,497;-49,987;-2;26,22;26;0;Discharge;155,8;582,5
06:04:2022 17:29:11:264;3,496;-49,989;-2;26,21;26;0;Discharge;155,8;582,5
06:04:2022 17:29:11:764;3,496;-49,987;-2;26,2;26;0;Discharge;155,8;582,6
06:04:2022 17:29:12:264;3,496;-49,998;-2;26,19;26;0;Discharge;155,8;582,6
06:04:2022 17:29:12:764;3,496;-49,998;-2;26,17;26;0;Discharge;155,8;582,6
06:04:2022 17:29:13:264;3,496;-50;-2;26,16;26;0;Discharge;155,8;582,6
06:04:2022 17:29:13:764;3,496;-50;-2;26,15;26;0;Discharge;155,8;582,7
06:04:2022 17:29:14:264;3,496;-50;-2;26,14;26;0;Discharge;155,9;582,7
06:04:2022 17:29:14:764;3,495;-50;-2;26,13;26;0;Discharge;155,9;582,7
06:04:2022 17:29:15:264;3,495;-49,992;-2;26,11;26;0;Discharge;155,9;582,7
06:04:2022 17:29:15:764;3,495;-50,002;-2;26,1;26;0;Discharge;155,9;582,7
06:04:2022 17:29:16:263;3,495;-49,979;-2;26,09;26;0;Discharge;155,9;582,8
06:04:2022 17:29:16:764;3,495;-49,985;-2;26,08;26;0;Discharge;155,9;582,8
06:04:2022 17:29:17:264;3,495;-50;-2;26,07;26;0;Discharge;155,9;582,8
06:04:2022 17:29:17:764;3,495;-50,016;-2;26,05;26;0;Discharge;155,9;582,8
06:04:2022 17:29:18:264;3,495;-49,981;-2;26,04;26;0;Discharge;155,9;582,9
06:04:2022 17:29:18:764;3,494;-50;-2;26,03;26;0;Discharge;155,9;582,9
06:04:2022 17:29:19:264;3,494;-49,992;-2;26,02;26;0;Discharge;155,9;582,9
06:04:2022 17:29:19:764;3,494;-50,018;-2;26;26;0;Discharge;155,9;582,9
06:04:2022 17:29:20:264;3,494;-50,02;-2;25,99;26;0;Discharge;155,9;583
06:04:2022 17:29:20:764;3,494;-50;-2;25,98;26;0;Discharge;155,9;583
06:04:2022 17:29:21:264;3,494;-50,009;-2;25,97;26;0;Discharge;156;583
06:04:2022 17:29:21:764;3,494;-49,981;-2;25,95;26;0;Discharge;156;583
06:04:2022 17:29:22:264;3,494;-49,994;-2;25,94;26;0;Discharge;156;583,1
06:04:2022 17:29:22:764;3,494;-49,996;-2;25,93;26;0;Discharge;156;583,1
06:04:2022 17:29:23:264;3,494;-49,981;-2;25,92;26;0;Discharge;156;583,1
06:04:2022 17:29:23:764;3,493;-50,016;-2;25,91;26;0;Discharge;156;583,1
06:04:2022 17:29:24:264;3,494;-50,005;-2;25,89;26;0;Discharge;156;583,2
06:04:2022 17:29:24:764;3,493;-50,002;-2;25,88;26;0;Discharge;156;583,2
06:04:2022 17:29:25:264;3,493;-50;-2;25,87;26;0;Discharge;156;583,2
06:04:2022 17:29:25:764;3,493;-50,005;-2;25,86;26;0;Discharge;156;583,2
06:04:2022 17:29:26:264;3,493;-50,022;-2;25,84;26;0;Discharge;156;583,3
06:04:2022 17:29:26:764;3,493;-49,996;-3;25,83;26;0;Discharge;156;583,3
06:04:2022 17:29:27:264;3,493;-49,987;-3;25,82;26;0;Discharge;156;583,3
06:04:2022 17:29:27:764;3,493;-50,011;-3;25,81;26;0;Discharge;156;583,3
06:04:2022 17:29:28:263;3,492;-50,005;-3;25,8;26;0;Discharge;156;583,4
06:04:2022 17:29:28:764;3,492;-50,009;-3;25,78;26;0;Discharge;156,1;583,4
06:04:2022 17:29:29:264;3,493;-50;-3;25,77;26,1;0;Discharge;156,1;583,4
06:04:2022 17:29:29:764;3,492;-49,989;-3;25,76;26,1;0;Discharge;156,1;583,4
06:04:2022 17:29:30:264;3,492;-50,002;-3;25,75;26,1;0;Discharge;156,1;583,5
06:04:2022 17:29:30:764;3,492;-49,983;-3;25,73;26,1;0;Discharge;156,1;583,5
06:04:2022 17:29:31:264;3,492;-49,994;-3;25,72;26,1;0;Discharge;156,1;583,5
06:04:2022 17:29:31:764;3,492;-50,026;-3;25,71;26,1;0;Discharge;156,1;583,5
06:04:2022 17:29:32:264;3,492;-50,005;-3;25,7;26,1;0;Discharge;156,1;583,5
06:04:2022 17:29:32:764;3,492;-49,979;-3;25,69;26,1;0;Discharge;156,1;583,6
06:04:2022 17:29:33:264;3,492;-49,996;-3;25,67;26,1;0;Discharge;156,1;583,6
06:04:2022 17:29:33:764;3,491;-49,998;-3;25,66;26,1;0;Discharge;156,1;583,6
06:04:2022 17:29:34:264;3,491;-49,996;-3;25,65;26,1;0;Discharge;156,1;583,6
06:04:2022 17:29:34:764;3,491;-49,992;-3;25,64;26,1;0;Discharge;156,1;583,7
06:04:2022 17:29:35:264;3,491;-49,989;-3;25,62;26,1;0;Discharge;156,1;583,7
06:04:2022 17:29:35:764;3,491;-50,009;-3;25,61;26,1;0;Discharge;156,2;583,7
06:04:2022 17:29:36:264;3,491;-50,002;-3;25,6;26,1;0;Discharge;156,2;583,7
06:04:2022 17:29:36:764;3,491;-50,009;-3;25,59;26,1;0;Discharge;156,2;583,8
06:04:2022 17:29:37:264;3,491;-49,998;-3;25,58;26,1;0;Discharge;156,2;583,8
06:04:2022 17:29:37:764;3,491;-49,979;-3;25,56;26,1;0;Discharge;156,2;583,8
06:04:2022 17:29:38:264;3,49;-50,011;-3;25,55;26,1;0;Discharge;156,2;583,8
06:04:2022 17:29:38:764;3,491;-50,005;-3;25,54;26,1;0;Discharge;156,2;583,9
06:04:2022 17:29:39:264;3,49;-49,996;-3;25,53;26,1;0;Discharge;156,2;583,9
06:04:2022 17:29:39:764;3,49;-49,992;-3;25,51;26,1;0;Discharge;156,2;583,9
06:04:2022 17:29:40:264;3,49;-49,996;-3;25,5;26,1;0;Discharge;156,2;583,9
06:04:2022 17:29:40:764;3,49;-49,979;-3;25,49;26,1;0;Discharge;156,2;584
06:04:2022 17:29:41:264;3,49;-50,002;-3;25,48;26,1;0;Discharge;156,2;584
06:04:2022 17:29:41:764;3,49;-49,994;-3;25,47;26,1;0;Discharge;156,2;584
06:04:2022 17:29:42:264;3,49;-50;-3;25,45;26,1;0;Discharge;156,2;584
06:04:2022 17:29:42:764;3,49;-50,005;-3;25,44;26,1;0;Discharge;156,2;584,1
06:04:2022 17:29:43:264;3,49;-50,018;-3;25,43;26,1;0;Discharge;156,3;584,1
06:04:2022 17:29:43:764;3,489;-49,996;-3;25,42;26,1;0;Discharge;156,3;584,1
06:04:2022 17:29:44:264;3,489;-50,011;-3;25,4;26,1;0;Discharge;156,3;584,1
06:04:2022 17:29:44:764;3,489;-50;-3;25,39;26,1;0;Discharge;156,3;584,2
06:04:2022 17:29:45:264;3,489;-50;-3;25,38;26,1;0;Discharge;156,3;584,2
06:04:2022 17:29:45:764;3,489;-49,996;-3;25,37;26,1;0;Discharge;156,3;584,2
06:04:2022 17:29:46:264;3,489;-49,994;-3;25,36;26,1;0;Discharge;156,3;584,2
06:04:2022 17:29:46:764;3,489;-50,007;-3;25,34;26,1;0;Discharge;156,3;584,3
06:04:2022 17:29:47:264;3,489;-49,994;-3;25,33;26,1;0;Discharge;156,3;584,3
06:04:2022 17:29:47:764;3,489;-49,985;-3;25,32;26,1;0;Discharge;156,3;584,3
06:04:2022 17:29:48:264;3,488;-49,996;-3;25,31;26,1;0;Discharge;156,3;584,3
06:04:2022 17:29:48:764;3,489;-49,981;-3;25,29;26,1;0;Discharge;156,3;584,3
06:04:2022 17:29:49:264;3,489;-49,979;-3;25,28;26,1;0;Discharge;156,3;584,4
06:04:2022 17:29:49:764;3,488;-50,011;-3;25,27;26,1;0;Discharge;156,3;584,4
06:04:2022 17:29:50:264;3,488;-49,998;-3;25,26;26,1;0;Discharge;156,4;584,4
06:04:2022 17:29:50:764;3,488;-49,998;-3;25,25;26,1;0;Discharge;156,4;584,4
06:04:2022 17:29:51:264;3,488;-49,989;-3;25,23;26,1;0;Discharge;156,4;584,5
06:04:2022 17:29:51:764;3,488;-49,998;-3;25,22;26,1;0;Discharge;156,4;584,5
06:04:2022 17:29:52:264;3,488;-49,981;-3;25,21;26,1;0;Discharge;156,4;584,5
06:04:2022 17:29:52:764;3,487;-50,007;-3;25,2;26,1;0;Discharge;156,4;584,5
06:04:2022 17:29:53:264;3,487;-50,013;-3;25,18;26,1;0;Discharge;156,4;584,6
06:04:2022 17:29:53:764;3,487;-49,981;-3;25,17;26,1;0;Discharge;156,4;584,6
06:04:2022 17:29:54:263;3,487;-50,029;-3;25,16;26,1;0;Discharge;156,4;584,6
06:04:2022 17:29:54:764;3,487;-50;-3;25,15;26,1;0;Discharge;156,4;584,6
06:04:2022 17:29:55:263;3,487;-49,994;-3;25,14;26,1;0;Discharge;156,4;584,7
06:04:2022 17:29:55:764;3,487;-50,005;-3;25,12;26,1;0;Discharge;156,4;584,7
06:04:2022 17:29:56:264;3,487;-49,968;-3;25,11;26,1;0;Discharge;156,4;584,7
06:04:2022 17:29:56:764;3,487;-49,97;-3;25,1;26,1;0;Discharge;156,4;584,7
06:04:2022 17:29:57:264;3,487;-49,998;-3;25,09;26,1;0;Discharge;156,5;584,8
06:04:2022 17:29:57:764;3,487;-49,981;-3;25,07;26,1;0;Discharge;156,5;584,8
06:04:2022 17:29:58:264;3,487;-50,005;-3;25,06;26,1;0;Discharge;156,5;584,8
06:04:2022 17:29:58:764;3,487;-49,998;-3;25,05;26,1;0;Discharge;156,5;584,8
06:04:2022 17:29:59:264;3,487;-49,972;-3;25,04;26,1;0;Discharge;156,5;584,9
06:04:2022 17:29:59:764;3,486;-49,974;-3;25,03;26,1;0;Discharge;156,5;584,9
06:04:2022 17:30:00:264;3,486;-49,985;-3;25,01;26,1;0;Discharge;156,5;584,9
06:04:2022 17:30:00:764;3,486;-50,005;-3;25;26,1;0;Discharge;156,5;584,9
06:04:2022 17:30:01:264;3,486;-50;-3;24,99;26,1;0;Discharge;156,5;585
06:04:2022 17:30:01:764;3,486;-49,974;-3;24,98;26,1;0;Discharge;156,5;585
06:04:2022 17:30:02:264;3,486;-49,994;-3;24,96;26,1;0;Discharge;156,5;585
06:04:2022 17:30:02:764;3,486;-49,998;-3;24,95;26,1;0;Discharge;156,5;585
06:04:2022 17:30:03:264;3,486;-50,005;-3;24,94;26,1;0;Discharge;156,5;585,1
06:04:2022 17:30:03:764;3,485;-50,026;-3;24,93;26,1;0;Discharge;156,5;585,1
06:04:2022 17:30:04:264;3,485;-49,989;-3;24,92;26,1;0;Discharge;156,5;585,1
06:04:2022 17:30:04:764;3,485;-50;-3;24,9;26,1;0;Discharge;156,6;585,1
06:04:2022 17:30:05:264;3,485;-50,016;-3;24,89;26,1;0;Discharge;156,6;585,1
06:04:2022 17:30:05:764;3,485;-49,994;-3;24,88;26,1;0;Discharge;156,6;585,2
06:04:2022 17:30:06:264;3,485;-49,994;-3;24,87;26,1;0;Discharge;156,6;585,2
06:04:2022 17:30:06:764;3,485;-49,998;-3;24,86;26,1;0;Discharge;156,6;585,2
06:04:2022 17:30:07:263;3,485;-50,016;-3;24,84;26,1;0;Discharge;156,6;585,2
06:04:2022 17:30:07:764;3,485;-50,037;-3;24,83;26,1;0;Discharge;156,6;585,3
06:04:2022 17:30:08:264;3,485;-49,983;-3;24,82;26,1;0;Discharge;156,6;585,3
06:04:2022 17:30:08:764;3,485;-49,957;-3;24,81;26,1;0;Discharge;156,6;585,3
06:04:2022 17:30:09:264;3,485;-50,022;-3;24,79;26,1;0;Discharge;156,6;585,3
06:04:2022 17:30:09:764;3,485;-50,007;-3;24,78;26,1;0;Discharge;156,6;585,4
06:04:2022 17:30:10:264;3,485;-49,972;-3;24,77;26,1;0;Discharge;156,6;585,4
06:04:2022 17:30:10:764;3,484;-50,005;-3;24,76;26,1;0;Discharge;156,6;585,4
06:04:2022 17:30:11:264;3,484;-49,963;-3;24,74;26,1;0;Discharge;156,6;585,4
06:04:2022 17:30:11:764;3,484;-49,985;-3;24,73;26,1;0;Discharge;156,7;585,5
06:04:2022 17:30:12:264;3,484;-50,002;-3;24,72;26,1;0;Discharge;156,7;585,5
06:04:2022 17:30:12:764;3,484;-49,944;-3;24,71;26,1;0;Discharge;156,7;585,5
06:04:2022 17:30:13:264;3,484;-49,994;-3;24,7;26,1;0;Discharge;156,7;585,5
06:04:2022 17:30:13:764;3,483;-49,998;-3;24,68;26,2;0;Discharge;156,7;585,6
06:04:2022 17:30:14:264;3,484;-50;-3;24,67;26,2;0;Discharge;156,7;585,6
06:04:2022 17:30:14:764;3,484;-50,002;-3;24,66;26,2;0;Discharge;156,7;585,6
06:04:2022 17:30:15:264;3,483;-49,937;-3;24,65;26,2;0;Discharge;156,7;585,6
06:04:2022 17:30:15:764;3,483;-50,016;-3;24,64;26,2;0;Discharge;156,7;585,7
06:04:2022 17:30:16:264;3,483;-50,016;-3;24,62;26,2;0;Discharge;156,7;585,7
06:04:2022 17:30:16:764;3,483;-50,039;-3;24,61;26,2;0;Discharge;156,7;585,7
06:04:2022 17:30:17:264;3,483;-49,981;-3;24,6;26,2;0;Discharge;156,7;585,7
06:04:2022 17:30:17:764;3,483;-49,972;-3;24,59;26,2;0;Discharge;156,7;585,8
06:04:2022 17:30:18:264;3,483;-49,972;-3;24,57;26,2;0;Discharge;156,7;585,8
06:04:2022 17:30:18:764;3,483;-49,994;-3;24,56;26,2;0;Discharge;156,7;585,8
06:04:2022 17:30:19:264;3,483;-49,97;-3;24,55;26,2;0;Discharge;156,8;585,8
06:04:2022 17:30:19:764;3,483;-50,024;-3;24,54;26,2;0;Discharge;156,8;585,9
06:04:2022 17:30:20:263;3,483;-50,042;-3;24,52;26,2;0;Discharge;156,8;585,9
06:04:2022 17:30:20:764;3,482;-50;-3;24,51;26,2;0;Discharge;156,8;585,9
06:04:2022 17:30:21:263;3,482;-50,009;-3;24,5;26,2;0;Discharge;156,8;585,9
06:04:2022 17:30:21:764;3,482;-49,959;-3;24,49;26,2;0;Discharge;156,8;585,9
06:04:2022 17:30:22:264;3,482;-49,974;-3;24,48;26,2;0;Discharge;156,8;586
06:04:2022 17:30:22:764;3,482;-49,97;-3;24,46;26,2;0;Discharge;156,8;586
06:04:2022 17:30:23:264;3,482;-49,992;-3;24,45;26,2;0;Discharge;156,8;586
06:04:2022 17:30:23:764;3,482;-50,035;-3;24,44;26,2;0;Discharge;156,8;586
06:04:2022 17:30:24:264;3,482;-49,965;-3;24,43;26,2;0;Discharge;156,8;586,1
06:04:2022 17:30:24:764;3,482;-49,974;-3;24,42;26,2;0;Discharge;156,8;586,1
06:04:2022 17:30:25:264;3,482;-50,011;-3;24,4;26,2;0;Discharge;156,8;586,1
06:04:2022 17:30:25:764;3,481;-50,018;-3;24,39;26,2;0;Discharge;156,8;586,1
06:04:2022 17:30:26:264;3,482;-50,011;-3;24,38;26,2;0;Discharge;156,9;586,2
06:04:2022 17:30:26:764;3,481;-50,002;-3;24,37;26,2;0;Discharge;156,9;586,2
06:04:2022 17:30:27:264;3,481;-49,976;-3;24,35;26,2;0;Discharge;156,9;586,2
06:04:2022 17:30:27:764;3,481;-50,011;-3;24,34;26,2;0;Discharge;156,9;586,2
06:04:2022 17:30:28:264;3,481;-50,016;-3;24,33;26,2;0;Discharge;156,9;586,3
06:04:2022 17:30:28:764;3,481;-49,976;-3;24,32;26,2;0;Discharge;156,9;586,3
06:04:2022 17:30:29:264;3,481;-50,029;-3;24,3;26,2;0;Discharge;156,9;586,3
06:04:2022 17:30:29:764;3,481;-49,961;-3;24,29;26,2;0;Discharge;156,9;586,3
06:04:2022 17:30:30:264;3,481;-50,007;-3;24,28;26,2;0;Discharge;156,9;586,4
06:04:2022 17:30:30:764;3,481;-49,985;-3;24,27;26,2;0;Discharge;156,9;586,4
06:04:2022 17:30:31:264;3,48;-50,016;-3;24,26;26,2;0;Discharge;156,9;586,4
06:04:2022 17:30:31:764;3,48;-50,039;-3;24,24;26,2;0;Discharge;156,9;586,4
06:04:2022 17:30:32:264;3,48;-49,994;-3;24,23;26,2;0;Discharge;156,9;586,5
06:04:2022 17:30:32:764;3,48;-49,985;-3;24,22;26,2;0;Discharge;156,9;586,5
06:04:2022 17:30:33:263;3,48;-49,963;-3;24,21;26,2;0;Discharge;157;586,5
06:04:2022 17:30:33:764;3,48;-49,989;-3;24,2;26,2;0;Discharge;157;586,5
06:04:2022 17:30:34:264;3,48;-50,031;-3;24,18;26,2;0;Discharge;157;586,6
06:04:2022 17:30:34:764;3,48;-49,983;-3;24,17;26,2;0;Discharge;157;586,6
06:04:2022 17:30:35:264;3,48;-49,97;-3;24,16;26,2;0;Discharge;157;586,6
06:04:2022 17:30:35:764;3,48;-50,042;-3;24,15;26,2;0;Discharge;157;586,6
06:04:2022 17:30:36:264;3,48;-50,039;-3;24,13;26,2;0;Discharge;157;586,6
06:04:2022 17:30:36:764;3,48;-50,035;-3;24,12;26,2;0;Discharge;157;586,7
06:04:2022 17:30:37:264;3,48;-49,996;-3;24,11;26,2;0;Discharge;157;586,7
06:04:2022 17:30:37:764;3,48;-49,959;-3;24,1;26,2;0;Discharge;157;586,7
06:04:2022 17:30:38:264;3,48;-49,963;-3;24,08;26,2;0;Discharge;157;586,7
06:04:2022 17:30:38:764;3,479;-50,011;-4;24,07;26,2;0;Discharge;157;586,8
06:04:2022 17:30:39:264;3,479;-49,976;-4;24,06;26,2;0;Discharge;157;586,8
06:04:2022 17:30:39:764;3,479;-50;-4;24,05;26,2;0;Discharge;157;586,8
06:04:2022 17:30:40:264;3,479;-50,013;-4;24,04;26,2;0;Discharge;157;586,8
06:04:2022 17:30:40:764;3,479;-50,022;-4;24,02;26,2;0;Discharge;157,1;586,9
06:04:2022 17:30:41:264;3,479;-49,987;-4;24,01;26,2;0;Discharge;157,1;586,9
06:04:2022 17:30:41:764;3,479;-50;-4;24;26,2;0;Discharge;157,1;586,9
06:04:2022 17:30:42:264;3,479;-50,005;-4;23,99;26,2;0;Discharge;157,1;586,9
06:04:2022 17:30:42:764;3,479;-49,983;-4;23,98;26,2;0;Discharge;157,1;587
06:04:2022 17:30:43:264;3,478;-50,044;-4;23,96;26,2;0;Discharge;157,1;587
06:04:2022 17:30:43:764;3,478;-49,998;-4;23,95;26,2;0;Discharge;157,1;587
06:04:2022 17:30:44:264;3,478;-49,989;-4;23,94;26,2;0;Discharge;157,1;587
06:04:2022 17:30:44:764;3,478;-50,011;-4;23,93;26,2;0;Discharge;157,1;587,1
06:04:2022 17:30:45:264;3,478;-49,996;-4;23,91;26,2;0;Discharge;157,1;587,1
06:04:2022 17:30:45:764;3,478;-49,976;-4;23,9;26,2;0;Discharge;157,1;587,1
06:04:2022 17:30:46:263;3,478;-49,983;-4;23,89;26,2;0;Discharge;157,1;587,1
06:04:2022 17:30:46:764;3,478;-50,013;-4;23,88;26,2;0;Discharge;157,1;587,2
06:04:2022 17:30:47:263;3,478;-49,989;-4;23,86;26,2;0;Discharge;157,1;587,2
06:04:2022 17:30:47:764;3,478;-49,979;-4;23,85;26,2;0;Discharge;157,2;587,2
06:04:2022 17:30:48:264;3,478;-50,007;-4;23,84;26,2;0;Discharge;157,2;587,2
